Epoch 1/2
	 * Train loss: 2.846158209108699
	 * Validation loss: 2.850098661075896
Epoch 2/2
	 * Train loss: 2.777072689969376
	 * Validation loss: 2.8156563796617338
Accuracy on test data: 0.1527777777777778
         82445611 function calls (82409333 primitive calls) in 200.966 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:523(mode)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_api/__init__.py:213(__getattr__)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:2904(set_canvas)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/sampler.py:261(__init__)
       28    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:257(_set_locator)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:844(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:436(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:658(formatMessage)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:893(remove)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:739(_get_shared_axis)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:716(_set_loc)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:672(add_artist)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1108(get_zorder)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:100(add)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/_config/config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 {built-in method posix.write}
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:848(_set_extremes)
       19    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/__init__.py:331(wrapper)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:5859(max)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/util.py:174(register_after_fork)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1895(device_pixel_ratio)
       20    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/multiarray.py:85(empty_like)
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:613(num2)
        2    0.000    0.000    0.000    0.000 {method '_set_window_mode' of '_macosx.FigureManager' objects}
       16    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:851(_get_autoscale_on)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:503(set_hatch)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:94(bubble)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2172(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:299(minimum_fill_value)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:135(set_xy)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/base.py:363(ndim)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1265(__init__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/warnings.py:488(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:2584(set_label_position)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1697(set_adjustable)
       19    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       11    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1757(<lambda>)
       13    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:2678(get_layout_engine)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend_handler.py:77(_update_prop)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:546(__fspath__)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:652(usesTime)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3497(get_xbound)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:1157(__hash__)
       25    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:2751(kind)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:100(set_width_ratios)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:140(isComplexType)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:1412(scaled)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1710(__eq__)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:209(_assert_stacked_square)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:3712(flat)
        7    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1252(_is_dunder)
       14    0.000    0.000    0.000    0.000 {built-in method time.perf_counter}
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:203(_assert_stacked_2d)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:3919(set_mutation_scale)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1138(start)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:1256(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/base.py:549(find)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:6677(is_masked)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:264(buffer_rgba)
        1    0.000    0.000    0.731    0.731 <frozen importlib._bootstrap>:1192(_gcd_import)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:1332(searchsorted)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/arraysetops.py:368(_intersect1d_dispatcher)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:413(has_location)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:929(release)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1020(_set_alpha_for_array)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/GifImagePlugin.py:48(LoadingStrategy)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2716(new_block)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:190(<listcomp>)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3750(get_ybound)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/utils.py:139(__getattr__)
        2    0.000    0.000    0.000    0.000 <frozen os>:1081(__subclasshook__)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/arraysetops.py:761(_isin_dispatcher)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/_util.py:9(is_path)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:1089(get_label)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/indexes/range.py:553(equals)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:770(__getattr__)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:519(size)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend_handler.py:94(adjust_drawing_area)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:4611(_clear_item_cache)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:421(buffer_rgba)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/pathlib.py:440(__getitem__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/ops/common.py:103(_maybe_match_name)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:3437(shape)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:2242(<dictcomp>)
       17    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/numeric.py:63(_zeros_like_dispatcher)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:198(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1611(set_aspect)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend_handler.py:83(_default_update_prop)
        6    0.000    0.000    0.000    0.000 {method 'pixel_access' of 'ImagingCore' objects}
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:1153(_comparable)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/ops/array_ops.py:352(na_logical_op)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:537(swapaxes)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:755(_is_wrapper)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1163(set_inverted)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:325(get_offset)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:771(__copy__)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/arraysetops.py:519(_in1d_dispatcher)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py:8(__init__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:2637(__init__)
