Epoch 1/2
	 * Train loss: 2.846158209108699
	 * Validation loss: 2.850098661075896
Epoch 2/2
	 * Train loss: 2.777072689969376
	 * Validation loss: 2.8156563796617338
Accuracy on test data: 0.1527777777777778
         82445611 function calls (82409333 primitive calls) in 200.966 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1908(_set_device_pixel_ratio)
        9    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:194(_is_internal_frame)
      118    0.000    0.000    0.000    0.000 {method '__exit__' of 'numpy.nditer' objects}
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/ops.py:57(operate_blockwise)
        3    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:2328(_update_line_limits)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1408(_path_hooks)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/format.py:366(_wrap_header)
        3    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend_handler.py:103(legend_artist)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/functools.py:35(update_wrapper)
       62    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:240(__next)
        3    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       43    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/cycler/__init__.py:185(keys)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/format.py:338(header_data_from_array_1_0)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1799(set_label_text)
       35    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:1190(<genexpr>)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/textpath.py:26(__init__)
      100    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:158(<dictcomp>)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
        2    0.000    0.000    0.002    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1619(_get_renderer)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:1762(is_consolidated)
       33    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/_config/config.py:676(_translate_key)
       60    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:106(__hash__)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:2081(getLogger)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:852(_request_autoscale_view)
      113    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:413(_getencoder)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:925(<listcomp>)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/_config/__init__.py:34(using_copy_on_write)
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:387(apply)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/cycler/__init__.py:334(__len__)
      132    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/multiarray.py:669(result_type)
      109    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2508(_cumsum_dispatcher)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:421(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
      117    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:1740(tick_values)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1701(__init__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:659(_constructor_from_mgr)
       69    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/ticker.py:190(set_axis)
      102    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/fromnumeric.py:2589(_ptp_dispatcher)
        4    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1213(<dictcomp>)
       51    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:342(get_children)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/dataset.py:201(__init__)
        4    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/copyreg.py:113(_slotnames)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cm.py:89(__getitem__)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       24    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:204(_sanitize_extrema)
       64    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:674(format)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/linalg/linalg.py:159(_commonType)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:4424(<listcomp>)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1827(set_major_formatter)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/distributed/__init__.py:9(is_available)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:167(get_annotations)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:3526(mask)
       25    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/text.py:1147(set_fontweight)
       10    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:3216(update)
        3    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1690(callHandlers)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/seaborn/matrix.py:265(_skip_ticks)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1154(set_axes_locator)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:1704(mask_or)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/generic.py:806(_set_axis)
       36    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:591(__iter__)
       35    0.000    0.000    0.000    0.000 <frozen _collections_abc>:283(__subclasshook__)
        2    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:317(apply)
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        5    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:1761(set_box_aspect)
       39    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1755(have_units)
       61    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:176(append)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/distributed/distributed_c10d.py:583(WORLD)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/PIL/Image.py:2915(_check_size)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:529(is_string_or_object_np_dtype)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:990(intervaly)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:3461(export)
        7    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:860(_set_mappable_flags)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:178(getwidth)
       51    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:945(start)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/managers.py:1780(_consolidate_inplace)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:110(__enter__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/threading.py:611(wait)
      113    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        5    0.000    0.000    0.016    0.003 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:3125(clear)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cm.py:398(__init__)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/tqdm/std.py:113(__exit__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/cbook.py:2175(_backend_module_name)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:77(destroy_all)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:482(__prepare__)
       35    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:3234(_scalar_heuristic)
       60    0.000    0.000    0.000    0.000 {built-in method math.copysign}
       29    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/cycler/__init__.py:438(<dictcomp>)
       83    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:199(get_path)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:2230(__new__)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:2491(update_datalim)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
       85    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:372(<dictcomp>)
       85    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:390(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/legend.py:649(set_loc)
       21    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:374(extents)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/indexes/base.py:3035(unique)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/generic.py:585(_get_axis)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/contextlib.py:502(enter_context)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:647(set_offset)
       22    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:86(as_list)
        1    0.000    0.000    0.003    0.003 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/ops/common.py:62(new_method)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/function_base.py:5151(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:97(resize)
        2    0.000    0.000    0.001    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/indexes/base.py:5437(_can_hold_identifiers_and_holds_name)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:1398(autoscale_None)
        8    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:2190(__init__)
       31    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:965(x1)
       28    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/spines.py:594(__len__)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_compiler.py:740(compile)
       61    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/re/_parser.py:168(__getitem__)
        5    0.000    0.000    0.002    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:818(set_edgecolor)
       14    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/offsetbox.py:203(<listcomp>)
       85    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:385(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/_pylab_helpers.py:33(get_fig_manager)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:1104(_mesh)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:1062(close)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:342(_makeline)
       32    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/collections.py:677(_bcast_lwls)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2674(get_block_type)
       16    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/generic.py:37(_check)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/numeric.py:341(full_like)
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/frame.py:7905(_dispatch_frame_op)
        1    0.000    0.000    0.008    0.008 <frozen importlib._bootstrap_external>:1655(_fill_cache)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:264(have_units)
       12    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:2498(get_minpos)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/projections/__init__.py:81(get_projection_class)
       86    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1003(minpos)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:1360(__init__)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colors.py:1222(__init__)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       29    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/arraysetops.py:125(_unpack_tuple)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:606(formatTime)
        9    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/core/shape_base.py:23(atleast_1d)
        3    0.000    0.000    0.002    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/pyplot.py:701(setp)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/patches.py:3823(__init__)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_macosx.py:21(FigureCanvasMac)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:665(Union)
        6    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/dataset.py:202(<genexpr>)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:3766(set_ybound)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:1381(contains_branch)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backend_bases.py:1330(__init__)
        3    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1216(emit)
        1    0.000    0.000    0.731    0.731 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:1728(get_default_bbox_extra_artists)
      2/1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/missing.py:101(isna)
        2    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/enum.py:977(_find_data_type_)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/generic.py:510(_validate_dtype)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/seaborn/matrix.py:31(_index_to_label)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/typing.py:709(Optional)
       33    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:790(get_scale)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       16    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axis.py:1265(_set_artist_props)
        1    0.000    0.000    0.006    0.006 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/resource_tracker.py:172(register)
       20    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/transforms.py:960(y0)
        5    0.000    0.000    0.000    0.000 <frozen posixpath>:397(abspath)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/axes/_base.py:314(_getdefaults)
       28    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__len__)
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:82(__init__)
       77    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/ma/core.py:285(_extremum_fill_value)
        3    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/numpy/lib/format.py:243(dtype_to_descr)
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:564(_add_solids)
        1    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/multiprocessing/spawn.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
      3/2    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/gridspec.py:508(get_subplot_params)
        3    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:942(format)
        6    0.000    0.000    0.000    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/inspect.py:735(unwrap)
        3    0.000    0.000    0.001    0.000 /opt/homebrew/Cellar/python@3.11/3.11.8/Frameworks/Python.framework/Versions/3.11/lib/python3.11/logging/__init__.py:1098(emit)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/figure.py:105(current)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        4    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/torch/utils/data/dataloader.py:445(_index_sampler)
       19    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:748(find_spec)
       18    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/artist.py:267(<genexpr>)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        1    0.000    0.000    0.001    0.001 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/colorbar.py:1153(_reset_locator_formatter_scale)
        1    0.000    0.000    0.000    0.000 /Users/eloidieme/dev/python-projects/convnet/env/lib/python3.11/site-packages/matplotlib/backends/backend_agg.py:368(FigureCanvasAgg)
